Date,Day,Month,River,Gen_Dam,Wind,Rainfall,Rank_Dam,New_Rainfall
1/28/2013,28,January,"Sungai Lebir, Tualang",36,20,5,4,3
1/29/2013,29,January,"Sungai Lebir, Tualang",36,21,5,4,2
1/30/2013,30,January,"Sungai Lebir, Tualang",36,13,5,4,0
1/31/2013,31,January,"Sungai Lebir, Tualang",36,13,5,4,3
2/1/2013,1,February,"Sungai Lebir, Tualang",36,1,5,4,2
2/2/2013,2,February,"Sungai Lebir, Tualang",36,1,4,4,1
2/3/2013,3,February,"Sungai Lebir, Tualang",36,7,4,4,0
2/4/2013,4,February,"Sungai Lebir, Tualang",36,15,4,4,1
2/5/2013,5,February,"Sungai Lebir, Tualang",36,15,4,4,2
2/6/2013,6,February,"Sungai Lebir, Tualang",36,15,4,4,2
2/7/2013,7,February,"Sungai Lebir, Tualang",36,0,4,4,0
2/8/2013,8,February,"Sungai Lebir, Tualang",36,0,4,4,0
2/9/2013,9,February,"Sungai Lebir, Tualang",35,6,4,4,0
2/10/2013,10,February,"Sungai Lebir, Tualang",35,15,4,4,4
2/11/2013,11,February,"Sungai Lebir, Tualang",35,18,4,4,0
2/12/2013,12,February,"Sungai Lebir, Tualang",35,14,4,4,1
2/13/2013,13,February,"Sungai Lebir, Tualang",35,11,4,4,3
2/14/2013,14,February,"Sungai Lebir, Tualang",35,9,4,4,3
2/15/2013,15,February,"Sungai Lebir, Tualang",35,10,4,4,2
2/16/2013,16,February,"Sungai Lebir, Tualang",35,6,4,4,3
2/17/2013,17,February,"Sungai Lebir, Tualang",34,17,4,3,1
2/18/2013,18,February,"Sungai Lebir, Tualang",34,5,4,3,0
2/19/2013,19,February,"Sungai Lebir, Tualang",34,7,4,3,1
2/20/2013,20,February,"Sungai Lebir, Tualang",34,1,4,3,0
2/21/2013,21,February,"Sungai Lebir, Tualang",34,13,4,3,0
2/22/2013,22,February,"Sungai Lebir, Tualang",34,9,4,3,0
2/23/2013,23,February,"Sungai Lebir, Tualang",34,20,4,3,1
2/24/2013,24,February,"Sungai Lebir, Tualang",33,4,4,3,1
2/25/2013,25,February,"Sungai Lebir, Tualang",33,5,4,3,2
2/26/2013,26,February,"Sungai Lebir, Tualang",33,18,4,3,1
2/27/2013,27,February,"Sungai Lebir, Tualang",33,21,4,3,1
2/28/2013,28,February,"Sungai Lebir, Tualang",33,1,4,3,0
3/1/2013,1,March,"Sungai Lebir, Tualang",32,19,4,3,0
3/2/2013,2,March,"Sungai Lebir, Tualang",32,16,4,3,1
3/3/2013,3,March,"Sungai Lebir, Tualang",32,0,4,3,0
3/4/2013,4,March,"Sungai Lebir, Tualang",32,11,4,3,0
3/5/2013,5,March,"Sungai Lebir, Tualang",32,9,4,3,0
3/6/2013,6,March,"Sungai Lebir, Tualang",32,19,4,3,4
3/7/2013,7,March,"Sungai Lebir, Tualang",32,0,4,3,4
3/8/2013,8,March,"Sungai Lebir, Tualang",32,3,4,3,2
3/9/2013,9,March,"Sungai Lebir, Tualang",32,7,4,3,2
3/10/2013,10,March,"Sungai Lebir, Tualang",31,19,4,3,3
3/11/2013,11,March,"Sungai Lebir, Tualang",31,4,4,3,1
3/12/2013,12,March,"Sungai Lebir, Tualang",31,21,4,3,0
3/13/2013,13,March,"Sungai Lebir, Tualang",31,16,4,3,0
3/14/2013,14,March,"Sungai Lebir, Tualang",31,20,4,3,3
3/15/2013,15,March,"Sungai Lebir, Tualang",31,10,4,3,1
3/16/2013,16,March,"Sungai Lebir, Tualang",31,18,4,3,1
3/17/2013,17,March,"Sungai Lebir, Tualang",31,17,3,3,0
3/18/2013,18,March,"Sungai Lebir, Tualang",31,10,3,3,0
3/19/2013,19,March,"Sungai Lebir, Tualang",30,0,3,2,0
3/20/2013,20,March,"Sungai Lebir, Tualang",30,16,3,2,2
3/21/2013,21,March,"Sungai Lebir, Tualang",30,1,3,2,2
3/22/2013,22,March,"Sungai Lebir, Tualang",30,19,3,2,0
3/23/2013,23,March,"Sungai Lebir, Tualang",30,17,3,2,3
3/24/2013,24,March,"Sungai Lebir, Tualang",30,18,3,2,5
3/25/2013,25,March,"Sungai Lebir, Tualang",30,17,3,2,3
3/26/2013,26,March,"Sungai Lebir, Tualang",30,6,3,2,2
3/27/2013,27,March,"Sungai Lebir, Tualang",30,10,3,2,2
3/28/2013,28,March,"Sungai Lebir, Tualang",30,17,3,2,1
3/29/2013,29,March,"Sungai Lebir, Tualang",30,3,3,2,1
3/30/2013,30,March,"Sungai Lebir, Tualang",30,13,3,2,2
3/31/2013,31,March,"Sungai Lebir, Tualang",30,10,3,2,4
4/1/2013,1,April,"Sungai Lebir, Tualang",29,8,3,2,1
4/2/2013,2,April,"Sungai Lebir, Tualang",29,6,3,2,0
4/3/2013,3,April,"Sungai Lebir, Tualang",29,0,3,2,1
4/4/2013,4,April,"Sungai Lebir, Tualang",29,4,3,2,0
4/5/2013,5,April,"Sungai Lebir, Tualang",29,15,3,2,0
4/6/2013,6,April,"Sungai Lebir, Tualang",29,19,3,2,2
4/7/2013,7,April,"Sungai Lebir, Tualang",29,0,3,2,0
4/8/2013,8,April,"Sungai Lebir, Tualang",29,2,3,2,0
4/9/2013,9,April,"Sungai Lebir, Tualang",28,17,2,2,0
4/10/2013,10,April,"Sungai Lebir, Tualang",28,4,2,2,0
4/11/2013,11,April,"Sungai Lebir, Tualang",28,9,2,2,0
4/12/2013,12,April,"Sungai Lebir, Tualang",28,2,2,2,1
4/13/2013,13,April,"Sungai Lebir, Tualang",28,0,2,2,1
4/14/2013,14,April,"Sungai Lebir, Tualang",28,0,2,2,4
4/15/2013,15,April,"Sungai Lebir, Tualang",28,13,2,2,2
4/16/2013,16,April,"Sungai Lebir, Tualang",27,6,2,2,1
4/17/2013,17,April,"Sungai Lebir, Tualang",27,20,2,2,2
4/18/2013,18,April,"Sungai Lebir, Tualang",27,10,2,2,2
4/19/2013,19,April,"Sungai Lebir, Tualang",27,0,2,2,3
4/20/2013,20,April,"Sungai Lebir, Tualang",27,2,2,2,0
4/21/2013,21,April,"Sungai Lebir, Tualang",27,17,2,2,2
4/22/2013,22,April,"Sungai Lebir, Tualang",27,19,2,2,0
4/23/2013,23,April,"Sungai Lebir, Tualang",27,5,2,2,0
4/24/2013,24,April,"Sungai Lebir, Tualang",27,16,2,2,3
4/25/2013,25,April,"Sungai Lebir, Tualang",27,18,2,2,0
4/26/2013,26,April,"Sungai Lebir, Tualang",27,8,2,2,0
4/27/2013,27,April,"Sungai Lebir, Tualang",27,3,2,2,3
4/28/2013,28,April,"Sungai Lebir, Tualang",26,1,2,1,0
4/29/2013,29,April,"Sungai Lebir, Tualang",26,19,2,1,1
4/30/2013,30,April,"Sungai Lebir, Tualang",26,5,2,1,0
5/1/2013,1,May,"Sungai Lebir, Tualang",26,20,2,1,1
5/2/2013,2,May,"Sungai Lebir, Tualang",26,5,2,1,1
5/3/2013,3,May,"Sungai Lebir, Tualang",26,7,2,1,0
5/4/2013,4,May,"Sungai Lebir, Tualang",26,4,2,1,0
5/5/2013,5,May,"Sungai Lebir, Tualang",26,8,2,1,0
5/6/2013,6,May,"Sungai Lebir, Tualang",25,12,2,1,1
5/7/2013,7,May,"Sungai Lebir, Tualang",25,0,2,1,0
5/8/2013,8,May,"Sungai Lebir, Tualang",25,4,2,1,2
5/9/2013,9,May,"Sungai Lebir, Tualang",25,4,2,1,2
5/10/2013,10,May,"Sungai Lebir, Tualang",25,14,2,1,2
5/11/2013,11,May,"Sungai Lebir, Tualang",25,15,2,1,2
5/12/2013,12,May,"Sungai Lebir, Tualang",25,14,2,1,0
5/13/2013,13,May,"Sungai Lebir, Tualang",25,15,2,1,4
5/14/2013,14,May,"Sungai Lebir, Tualang",25,17,2,1,0
5/15/2013,15,May,"Sungai Lebir, Tualang",25,8,2,1,1
5/16/2013,16,May,"Sungai Lebir, Tualang",25,8,2,1,1
5/17/2013,17,May,"Sungai Lebir, Tualang",25,11,2,1,0
5/18/2013,18,May,"Sungai Lebir, Tualang",24,4,1,1,1
5/19/2013,19,May,"Sungai Lebir, Tualang",24,8,1,1,2
5/20/2013,20,May,"Sungai Lebir, Tualang",24,18,1,1,0
5/21/2013,21,May,"Sungai Lebir, Tualang",24,0,1,1,1
5/22/2013,22,May,"Sungai Lebir, Tualang",24,19,1,1,1
5/23/2013,23,May,"Sungai Lebir, Tualang",24,1,1,1,4
5/24/2013,24,May,"Sungai Lebir, Tualang",24,16,1,1,3
5/25/2013,25,May,"Sungai Lebir, Tualang",24,2,1,1,0
5/26/2013,26,May,"Sungai Lebir, Tualang",24,9,1,1,2
5/27/2013,27,May,"Sungai Lebir, Tualang",23,3,1,1,2
5/28/2013,28,May,"Sungai Lebir, Tualang",23,19,1,1,2
5/29/2013,29,May,"Sungai Lebir, Tualang",23,18,1,1,0
5/30/2013,30,May,"Sungai Lebir, Tualang",23,19,1,1,1
5/31/2013,31,May,"Sungai Lebir, Tualang",23,4,1,1,0
6/1/2013,1,June,"Sungai Lebir, Tualang",22,3,1,1,1
6/2/2013,2,June,"Sungai Lebir, Tualang",22,15,1,1,0
6/3/2013,3,June,"Sungai Lebir, Tualang",22,0,1,1,2
6/4/2013,4,June,"Sungai Lebir, Tualang",22,4,1,1,3
6/5/2013,5,June,"Sungai Lebir, Tualang",22,19,1,1,0
6/6/2013,6,June,"Sungai Lebir, Tualang",22,16,1,1,4
6/7/2013,7,June,"Sungai Lebir, Tualang",22,10,1,1,1
6/8/2013,8,June,"Sungai Lebir, Tualang",22,20,1,1,2
6/9/2013,9,June,"Sungai Lebir, Tualang",22,5,1,1,0
6/10/2013,10,June,"Sungai Lebir, Tualang",21,1,1,1,0
6/11/2013,11,June,"Sungai Lebir, Tualang",21,15,1,1,2
6/12/2013,12,June,"Sungai Lebir, Tualang",21,15,1,1,2
6/13/2013,13,June,"Sungai Lebir, Tualang",21,17,1,1,0
6/14/2013,14,June,"Sungai Lebir, Tualang",21,17,1,1,1
6/15/2013,15,June,"Sungai Lebir, Tualang",21,13,1,1,2
6/16/2013,16,June,"Sungai Lebir, Tualang",21,8,1,1,0
6/17/2013,17,June,"Sungai Lebir, Tualang",21,19,1,1,1
6/18/2013,18,June,"Sungai Lebir, Tualang",21,3,1,1,1
6/19/2013,19,June,"Sungai Lebir, Tualang",21,1,1,1,3
6/20/2013,20,June,"Sungai Lebir, Tualang",21,8,1,1,2
6/21/2013,21,June,"Sungai Lebir, Tualang",21,0,1,1,2
6/22/2013,22,June,"Sungai Lebir, Tualang",21,2,1,1,0
6/23/2013,23,June,"Sungai Lebir, Tualang",21,17,1,1,5
6/24/2013,24,June,"Sungai Lebir, Tualang",20,11,1,1,1
6/25/2013,25,June,"Sungai Lebir, Tualang",20,14,1,1,0
6/26/2013,26,June,"Sungai Lebir, Tualang",20,15,1,1,5
6/27/2013,27,June,"Sungai Lebir, Tualang",20,19,1,1,2
6/28/2013,28,June,"Sungai Lebir, Tualang",20,18,1,1,2
6/29/2013,29,June,"Sungai Lebir, Tualang",20,12,1,1,3
6/30/2013,30,June,"Sungai Lebir, Tualang",20,9,1,1,0
7/1/2013,1,July,"Sungai Lebir, Tualang",20,4,1,1,0
7/2/2013,2,July,"Sungai Lebir, Tualang",20,10,1,1,3
7/3/2013,3,July,"Sungai Lebir, Tualang",20,2,1,1,0
7/4/2013,4,July,"Sungai Lebir, Tualang",20,12,1,1,0
7/5/2013,5,July,"Sungai Lebir, Tualang",20,4,1,1,4
7/6/2013,6,July,"Sungai Lebir, Tualang",20,12,1,1,3
7/7/2013,7,July,"Sungai Lebir, Tualang",21,7,1,1,0
7/8/2013,8,July,"Sungai Lebir, Tualang",21,18,1,1,3
7/9/2013,9,July,"Sungai Lebir, Tualang",21,19,1,1,1
7/10/2013,10,July,"Sungai Lebir, Tualang",21,16,1,1,4
7/11/2013,11,July,"Sungai Lebir, Tualang",21,1,1,1,0
7/12/2013,12,July,"Sungai Lebir, Tualang",21,18,1,1,1
7/13/2013,13,July,"Sungai Lebir, Tualang",21,18,1,1,1
7/14/2013,14,July,"Sungai Lebir, Tualang",21,18,1,1,0
7/15/2013,15,July,"Sungai Lebir, Tualang",21,11,1,1,0
7/16/2013,16,July,"Sungai Lebir, Tualang",21,17,1,1,8
7/17/2013,17,July,"Sungai Lebir, Tualang",22,17,1,1,2
7/18/2013,18,July,"Sungai Lebir, Tualang",22,16,1,1,0
7/19/2013,19,July,"Sungai Lebir, Tualang",22,6,1,1,0
7/20/2013,20,July,"Sungai Lebir, Tualang",22,16,1,1,1
7/21/2013,21,July,"Sungai Lebir, Tualang",23,18,1,1,1
7/22/2013,22,July,"Sungai Lebir, Tualang",23,11,1,1,1
7/23/2013,23,July,"Sungai Lebir, Tualang",23,7,1,1,1
7/24/2013,24,July,"Sungai Lebir, Tualang",23,21,1,1,0
7/25/2013,25,July,"Sungai Lebir, Tualang",23,5,1,1,0
7/26/2013,26,July,"Sungai Lebir, Tualang",23,16,1,1,0
7/27/2013,27,July,"Sungai Lebir, Tualang",23,9,1,1,2
7/28/2013,28,July,"Sungai Lebir, Tualang",23,21,1,1,0
7/29/2013,29,July,"Sungai Lebir, Tualang",23,3,1,1,0
7/30/2013,30,July,"Sungai Lebir, Tualang",24,21,1,1,1
7/31/2013,31,July,"Sungai Lebir, Tualang",24,2,1,1,0
8/1/2013,1,August,"Sungai Lebir, Tualang",24,4,1,1,0
8/2/2013,2,August,"Sungai Lebir, Tualang",24,21,1,1,4
8/3/2013,3,August,"Sungai Lebir, Tualang",24,14,1,1,1
8/4/2013,4,August,"Sungai Lebir, Tualang",24,4,1,1,1
8/5/2013,5,August,"Sungai Lebir, Tualang",25,6,1,1,2
8/6/2013,6,August,"Sungai Lebir, Tualang",25,7,1,1,0
8/7/2013,7,August,"Sungai Lebir, Tualang",25,15,1,1,4
8/8/2013,8,August,"Sungai Lebir, Tualang",25,16,1,1,3
8/9/2013,9,August,"Sungai Lebir, Tualang",25,19,1,1,2
8/10/2013,10,August,"Sungai Lebir, Tualang",25,12,1,1,0
8/11/2013,11,August,"Sungai Lebir, Tualang",25,8,1,1,0
8/12/2013,12,August,"Sungai Lebir, Tualang",25,3,1,1,1
8/13/2013,13,August,"Sungai Lebir, Tualang",25,6,1,1,3
8/14/2013,14,August,"Sungai Lebir, Tualang",25,3,1,1,0
8/15/2013,15,August,"Sungai Lebir, Tualang",25,4,2,1,0
8/16/2013,16,August,"Sungai Lebir, Tualang",25,8,2,1,0
8/17/2013,17,August,"Sungai Lebir, Tualang",26,0,2,1,0
8/18/2013,18,August,"Sungai Lebir, Tualang",26,18,2,1,0
8/19/2013,19,August,"Sungai Lebir, Tualang",26,14,2,1,2
8/20/2013,20,August,"Sungai Lebir, Tualang",26,13,2,1,1
8/21/2013,21,August,"Sungai Lebir, Tualang",26,7,2,1,1
8/22/2013,22,August,"Sungai Lebir, Tualang",26,20,2,1,0
8/23/2013,23,August,"Sungai Lebir, Tualang",26,10,2,1,0
8/24/2013,24,August,"Sungai Lebir, Tualang",26,18,2,1,3
8/25/2013,25,August,"Sungai Lebir, Tualang",26,2,2,1,0
8/26/2013,26,August,"Sungai Lebir, Tualang",26,4,2,1,0
8/27/2013,27,August,"Sungai Lebir, Tualang",27,18,2,2,0
8/28/2013,28,August,"Sungai Lebir, Tualang",27,2,2,2,0
8/29/2013,29,August,"Sungai Lebir, Tualang",27,14,2,2,0
8/30/2013,30,August,"Sungai Lebir, Tualang",27,9,2,2,3
8/31/2013,31,August,"Sungai Lebir, Tualang",27,9,2,2,2
9/1/2013,1,September,"Sungai Lebir, Tualang",27,20,2,2,2
9/2/2013,2,September,"Sungai Lebir, Tualang",27,9,2,2,0
9/3/2013,3,September,"Sungai Lebir, Tualang",27,10,2,2,4
9/4/2013,4,September,"Sungai Lebir, Tualang",27,18,2,2,3
9/5/2013,5,September,"Sungai Lebir, Tualang",27,15,2,2,4
9/6/2013,6,September,"Sungai Lebir, Tualang",28,10,2,2,1
9/7/2013,7,September,"Sungai Lebir, Tualang",28,1,2,2,1
9/8/2013,8,September,"Sungai Lebir, Tualang",28,11,2,2,4
9/9/2013,9,September,"Sungai Lebir, Tualang",28,7,2,2,0
9/10/2013,10,September,"Sungai Lebir, Tualang",28,16,2,2,2
9/11/2013,11,September,"Sungai Lebir, Tualang",28,18,2,2,2
9/12/2013,12,September,"Sungai Lebir, Tualang",28,2,2,2,4
9/13/2013,13,September,"Sungai Lebir, Tualang",28,18,2,2,0
9/14/2013,14,September,"Sungai Lebir, Tualang",28,18,2,2,2
9/15/2013,15,September,"Sungai Lebir, Tualang",28,10,2,2,0
9/16/2013,16,September,"Sungai Lebir, Tualang",28,1,2,2,7
9/17/2013,17,September,"Sungai Lebir, Tualang",28,18,3,2,0
9/18/2013,18,September,"Sungai Lebir, Tualang",29,11,3,2,1
9/19/2013,19,September,"Sungai Lebir, Tualang",29,18,3,2,0
9/20/2013,20,September,"Sungai Lebir, Tualang",29,18,3,2,2
9/21/2013,21,September,"Sungai Lebir, Tualang",29,1,3,2,1
9/22/2013,22,September,"Sungai Lebir, Tualang",29,17,3,2,2
9/23/2013,23,September,"Sungai Lebir, Tualang",29,17,3,2,0
9/24/2013,24,September,"Sungai Lebir, Tualang",29,9,3,2,0
9/25/2013,25,September,"Sungai Lebir, Tualang",29,8,3,2,2
9/26/2013,26,September,"Sungai Lebir, Tualang",29,12,3,2,0
9/27/2013,27,September,"Sungai Lebir, Tualang",30,12,3,2,0
9/28/2013,28,September,"Sungai Lebir, Tualang",30,6,3,2,2
9/29/2013,29,September,"Sungai Lebir, Tualang",30,20,3,2,0
9/30/2013,30,September,"Sungai Lebir, Tualang",30,17,3,2,1
10/1/2013,1,October,"Sungai Lebir, Tualang",30,20,3,2,0
10/2/2013,2,October,"Sungai Lebir, Tualang",30,0,3,2,1
10/3/2013,3,October,"Sungai Lebir, Tualang",31,6,3,3,3
10/4/2013,4,October,"Sungai Lebir, Tualang",31,5,3,3,1
10/5/2013,5,October,"Sungai Lebir, Tualang",31,14,3,3,2
10/6/2013,6,October,"Sungai Lebir, Tualang",31,2,3,3,6
10/7/2013,7,October,"Sungai Lebir, Tualang",31,4,3,3,3
10/8/2013,8,October,"Sungai Lebir, Tualang",31,14,3,3,1
10/9/2013,9,October,"Sungai Lebir, Tualang",31,19,3,3,1
10/10/2013,10,October,"Sungai Lebir, Tualang",31,16,3,3,3
10/11/2013,11,October,"Sungai Lebir, Tualang",31,12,3,3,0
10/12/2013,12,October,"Sungai Lebir, Tualang",31,13,3,3,1
10/13/2013,13,October,"Sungai Lebir, Tualang",31,0,3,3,0
10/14/2013,14,October,"Sungai Lebir, Tualang",31,20,3,3,2
10/15/2013,15,October,"Sungai Lebir, Tualang",31,6,3,3,0
10/16/2013,16,October,"Sungai Lebir, Tualang",31,11,3,3,0
10/17/2013,17,October,"Sungai Lebir, Tualang",31,9,3,3,5
10/18/2013,18,October,"Sungai Lebir, Tualang",32,12,3,3,2
10/19/2013,19,October,"Sungai Lebir, Tualang",32,13,3,3,0
10/20/2013,20,October,"Sungai Lebir, Tualang",32,3,3,3,0
10/21/2013,21,October,"Sungai Lebir, Tualang",32,9,4,3,0
10/22/2013,22,October,"Sungai Lebir, Tualang",32,5,4,3,3
10/23/2013,23,October,"Sungai Lebir, Tualang",32,7,4,3,0
10/24/2013,24,October,"Sungai Lebir, Tualang",32,5,4,3,2
10/25/2013,25,October,"Sungai Lebir, Tualang",32,20,4,3,0
10/26/2013,26,October,"Sungai Lebir, Tualang",32,20,4,3,3
10/27/2013,27,October,"Sungai Lebir, Tualang",32,19,4,3,2
10/28/2013,28,October,"Sungai Lebir, Tualang",32,21,4,3,0
10/29/2013,29,October,"Sungai Lebir, Tualang",32,14,4,3,1
10/30/2013,30,October,"Sungai Lebir, Tualang",32,18,4,3,0
10/31/2013,31,October,"Sungai Lebir, Tualang",32,18,4,3,3
11/1/2013,1,November,"Sungai Lebir, Tualang",33,11,4,3,0
11/2/2013,2,November,"Sungai Lebir, Tualang",33,11,4,3,0
11/3/2013,3,November,"Sungai Lebir, Tualang",33,13,4,3,3
11/4/2013,4,November,"Sungai Lebir, Tualang",33,3,4,3,1
11/5/2013,5,November,"Sungai Lebir, Tualang",33,19,4,3,0
11/6/2013,6,November,"Sungai Lebir, Tualang",33,4,4,3,3
11/7/2013,7,November,"Sungai Lebir, Tualang",33,8,4,3,3
11/8/2013,8,November,"Sungai Lebir, Tualang",33,7,4,3,2
11/9/2013,9,November,"Sungai Lebir, Tualang",33,14,4,3,3
11/10/2013,10,November,"Sungai Lebir, Tualang",33,3,4,3,1
11/11/2013,11,November,"Sungai Lebir, Tualang",33,11,4,3,2
11/12/2013,12,November,"Sungai Lebir, Tualang",33,8,4,3,0
11/13/2013,13,November,"Sungai Lebir, Tualang",34,8,4,3,0
11/14/2013,14,November,"Sungai Lebir, Tualang",34,2,4,3,2
11/15/2013,15,November,"Sungai Lebir, Tualang",34,12,4,3,4
11/16/2013,16,November,"Sungai Lebir, Tualang",34,17,4,3,0
11/17/2013,17,November,"Sungai Lebir, Tualang",34,21,4,3,3
11/18/2013,18,November,"Sungai Lebir, Tualang",34,0,4,3,0
11/19/2013,19,November,"Sungai Lebir, Tualang",34,3,4,3,0
11/20/2013,20,November,"Sungai Lebir, Tualang",34,17,4,3,0
11/21/2013,21,November,"Sungai Lebir, Tualang",35,17,4,4,0
11/22/2013,22,November,"Sungai Lebir, Tualang",35,3,4,4,1
11/23/2013,23,November,"Sungai Lebir, Tualang",35,7,4,4,0
11/24/2013,24,November,"Sungai Lebir, Tualang",35,3,4,4,0
11/25/2013,25,November,"Sungai Lebir, Tualang",35,21,4,4,0
11/26/2013,26,November,"Sungai Lebir, Tualang",35,3,4,4,5
11/27/2013,27,November,"Sungai Lebir, Tualang",35,0,4,4,2
11/28/2013,28,November,"Sungai Lebir, Tualang",35,19,4,4,1
11/29/2013,29,November,"Sungai Lebir, Tualang",35,17,4,4,4
11/30/2013,30,November,"Sungai Lebir, Tualang",35,5,4,4,0
12/1/2013,1,December,"Sungai Lebir, Tualang",36,7,4,4,2
12/2/2013,2,December,"Sungai Lebir, Tualang",36,18,5,4,2
12/3/2013,3,December,"Sungai Lebir, Tualang",36,5,5,4,1
12/4/2013,4,December,"Sungai Lebir, Tualang",36,16,5,4,0
12/5/2013,5,December,"Sungai Lebir, Tualang",36,15,5,4,2
12/6/2013,6,December,"Sungai Lebir, Tualang",36,15,5,4,0
12/7/2013,7,December,"Sungai Lebir, Tualang",36,20,5,4,5
12/8/2013,8,December,"Sungai Lebir, Tualang",36,13,5,4,1
12/9/2013,9,December,"Sungai Lebir, Tualang",36,20,5,4,0
12/10/2013,10,December,"Sungai Lebir, Tualang",36,1,5,4,0
12/11/2013,11,December,"Sungai Lebir, Tualang",36,3,5,4,0
12/12/2013,12,December,"Sungai Lebir, Tualang",36,1,5,4,2
12/13/2013,13,December,"Sungai Lebir, Tualang",37,17,5,4,0
12/14/2013,14,December,"Sungai Lebir, Tualang",37,2,5,4,2
12/15/2013,15,December,"Sungai Lebir, Tualang",37,0,5,4,3
12/16/2013,16,December,"Sungai Lebir, Tualang",37,14,5,4,2
12/17/2013,17,December,"Sungai Lebir, Tualang",37,17,5,4,4
12/18/2013,18,December,"Sungai Lebir, Tualang",37,21,5,4,2
12/19/2013,19,December,"Sungai Lebir, Tualang",37,15,5,4,2
12/20/2013,20,December,"Sungai Lebir, Tualang",37,11,5,4,0
12/21/2013,21,December,"Sungai Lebir, Tualang",37,8,5,4,2
12/22/2013,22,December,"Sungai Lebir, Tualang",38,18,5,4,3
12/23/2013,23,December,"Sungai Lebir, Tualang",38,2,5,4,0
12/24/2013,24,December,"Sungai Lebir, Tualang",38,21,5,4,0
12/25/2013,25,December,"Sungai Lebir, Tualang",38,4,5,4,0
12/26/2013,26,December,"Sungai Lebir, Tualang",38,10,5,4,0
12/27/2013,27,December,"Sungai Lebir, Tualang",38,14,5,4,1
12/28/2013,28,December,"Sungai Lebir, Tualang",38,19,5,4,2
12/29/2013,29,December,"Sungai Lebir, Tualang",38,1,5,4,1
12/30/2013,30,December,"Sungai Lebir, Tualang",38,3,5,4,0
12/31/2013,31,December,"Sungai Lebir, Tualang",38,4,5,4,1
1/1/2014,1,January,"Sungai Lebir, Tualang",45.13,0.3,6,4,2
1/2/2014,2,January,"Sungai Lebir, Tualang",41.37,0.3,6,4,1
1/3/2014,3,January,"Sungai Lebir, Tualang",40.01,0.4,6,4,0
1/4/2014,4,January,"Sungai Lebir, Tualang",39.2,0.5,6,4,0
1/5/2014,5,January,"Sungai Lebir, Tualang",39.19,0.5,6,4,1
1/6/2014,6,January,"Sungai Lebir, Tualang",38.9,0.7,6,4,0
1/7/2014,7,January,"Sungai Lebir, Tualang",38.49,0.5,6,4,0
1/8/2014,8,January,"Sungai Lebir, Tualang",37.57,0.7,6,4,4
1/9/2014,9,January,"Sungai Lebir, Tualang",36.63,0.7,6,4,1
1/10/2014,10,January,"Sungai Lebir, Tualang",36.17,0.9,6,4,0
1/11/2014,11,January,"Sungai Lebir, Tualang",36.15,0.8,6,4,1
1/12/2014,12,January,"Sungai Lebir, Tualang",35.56,0.9,6,4,3
1/13/2014,13,January,"Sungai Lebir, Tualang",35.55,0.8,6,4,1
1/14/2014,14,January,"Sungai Lebir, Tualang",35.46,1.2,6,4,1
1/15/2014,15,January,"Sungai Lebir, Tualang",34.87,0.9,6,3,0
1/16/2014,16,January,"Sungai Lebir, Tualang",34.87,1,6,3,1
1/17/2014,17,January,"Sungai Lebir, Tualang",34.68,0.7,6,3,2
1/18/2014,18,January,"Sungai Lebir, Tualang",34.62,0.9,6,3,0
1/19/2014,19,January,"Sungai Lebir, Tualang",34.52,0.8,6,3,4
1/20/2014,20,January,"Sungai Lebir, Tualang",34.5,0.9,6,3,1
1/21/2014,21,January,"Sungai Lebir, Tualang",34.09,0.8,6,3,0
1/22/2014,22,January,"Sungai Lebir, Tualang",33.57,0.7,6,3,0
1/23/2014,23,January,"Sungai Lebir, Tualang",33.44,0.5,6,3,1
1/24/2014,24,January,"Sungai Lebir, Tualang",33.41,0.9,6,3,2
1/25/2014,25,January,"Sungai Lebir, Tualang",33.35,0.8,6,3,5
1/26/2014,26,January,"Sungai Lebir, Tualang",32.55,0.6,6,3,2
1/27/2014,27,January,"Sungai Lebir, Tualang",32.29,0.7,6,3,1
1/28/2014,28,January,"Sungai Lebir, Tualang",32.21,0.7,6,3,1
1/29/2014,29,January,"Sungai Lebir, Tualang",31.88,1.1,6,3,2
1/30/2014,30,January,"Sungai Lebir, Tualang",31.62,0.9,6,3,0
1/31/2014,31,January,"Sungai Lebir, Tualang",31.48,0.9,6,3,0
2/1/2014,1,February,"Sungai Lebir, Tualang",31.2,0.9,6,3,1
2/2/2014,2,February,"Sungai Lebir, Tualang",31.15,1.1,5,3,1
2/3/2014,3,February,"Sungai Lebir, Tualang",31.05,0.9,5,3,0
2/4/2014,4,February,"Sungai Lebir, Tualang",30.9,1.1,5,2,1
2/5/2014,5,February,"Sungai Lebir, Tualang",30.89,1,5,2,2
2/6/2014,6,February,"Sungai Lebir, Tualang",30.67,0.9,5,2,1
2/7/2014,7,February,"Sungai Lebir, Tualang",30.21,1,5,2,0
2/8/2014,8,February,"Sungai Lebir, Tualang",30.16,0.9,5,2,0
2/9/2014,9,February,"Sungai Lebir, Tualang",29.96,1,5,2,1
2/10/2014,10,February,"Sungai Lebir, Tualang",29.92,1,5,2,3
2/11/2014,11,February,"Sungai Lebir, Tualang",29.71,0.9,5,2,1
2/12/2014,12,February,"Sungai Lebir, Tualang",29.67,1.1,5,2,0
2/13/2014,13,February,"Sungai Lebir, Tualang",29.38,0.9,5,2,3
